,Age,Income,Emp_length,Amount,Rate,Status,Percent_income,Cred_length,Home_MORTGAGE,Home_OTHER,Home_OWN,Home_RENT,Intent_DEBTCONSOLIDATION,Intent_EDUCATION,Intent_HOMEIMPROVEMENT,Intent_MEDICAL,Intent_PERSONAL,Intent_VENTURE,Default_N,Default_Y
4759,22,31404,0.0,5000,7.51,0,0.16,3,0,0,0,1,0,0,0,0,1,0,1,0
4760,25,42000,4.782271048394734,3500,10.36,0,0.08,2,1,0,0,0,0,0,0,0,0,1,1,0
4761,23,31920,0.0,5000,8.0,0,0.16,3,0,0,0,1,1,0,0,0,0,0,1,0
4762,23,42000,3.0,11000,6.54,0,0.26,3,1,0,0,0,0,1,0,0,0,0,1,0
4763,21,42000,5.0,12250,8.88,0,0.29,4,0,0,1,0,0,0,0,0,0,1,1,0
4764,25,32000,9.0,5000,14.27,1,0.16,4,0,0,0,1,0,0,0,0,0,1,0,1
4765,23,32000,4.0,5000,12.69,1,0.16,4,0,0,0,1,0,0,1,0,0,0,1,0
4766,26,32000,3.0,5000,6.03,0,0.16,2,0,0,0,1,0,0,0,0,0,1,1,0
4767,22,36000,3.0,7000,14.84,1,0.19,3,1,0,0,0,1,0,0,0,0,0,1,0
4768,23,32000,3.0,5000,14.79,0,0.16,2,0,0,0,1,1,0,0,0,0,0,1,0
4769,24,42000,6.0,9250,11.12,0,0.22,4,1,0,0,0,0,0,0,0,0,1,1,0
4770,26,32000,3.0,5000,7.49,0,0.16,2,0,0,0,1,1,0,0,0,0,0,1,0
4771,24,32000,1.0,5000,11.011647430239664,0,0.16,3,0,0,0,1,0,0,0,1,0,0,1,0
4772,26,32000,10.0,5000,12.53,0,0.16,3,0,0,0,1,0,0,0,0,1,0,0,1
4773,21,32000,3.0,5000,7.68,0,0.16,4,0,0,0,1,0,1,0,0,0,0,1,0
4774,24,32004,3.0,5000,13.23,0,0.16,2,0,0,0,1,1,0,0,0,0,0,1,0
4775,25,32004,5.0,5000,14.35,0,0.16,3,0,0,0,1,1,0,0,0,0,0,1,0
4776,24,42000,8.0,12000,10.38,0,0.29,4,1,0,0,0,0,0,0,0,1,0,1,0
4777,23,32400,0.0,5000,11.011647430239664,0,0.15,2,0,0,0,1,0,0,0,1,0,0,1,0
4778,24,42000,7.0,4200,13.23,0,0.1,2,1,0,0,0,0,0,0,1,0,0,1,0
4779,24,36000,8.0,6000,7.14,1,0.17,4,1,0,0,0,0,0,1,0,0,0,1,0
4780,22,32760,3.0,5000,13.48,0,0.15,3,0,0,0,1,0,0,0,0,1,0,0,1
4781,22,32968,2.0,5000,14.61,1,0.15,3,0,0,0,1,1,0,0,0,0,0,1,0
4782,26,33000,2.0,5000,12.69,0,0.15,4,0,0,0,1,0,0,0,1,0,0,1,0
4783,26,36000,2.0,6000,11.49,1,0.17,2,1,0,0,0,0,0,1,0,0,0,1,0
4784,23,33000,5.0,5000,10.62,0,0.15,2,0,0,0,1,0,0,0,0,1,0,1,0
4785,23,42000,0.0,11000,7.88,0,0.26,2,1,0,0,0,1,0,0,0,0,0,1,0
4786,22,33000,1.0,5000,10.25,0,0.15,4,0,0,0,1,1,0,0,0,0,0,1,0
4787,24,33000,8.0,5000,11.011647430239664,0,0.15,3,0,0,0,1,0,0,0,1,0,0,1,0
4788,21,33000,5.0,5000,12.84,0,0.15,2,0,0,0,1,0,1,0,0,0,0,1,0
4789,24,42000,7.0,3000,7.51,0,0.07,2,0,0,1,0,0,0,0,1,0,0,1,0
4790,23,33017,1.0,5000,11.011647430239664,0,0.15,4,0,0,0,1,0,0,0,0,1,0,1,0
4791,26,33280,11.0,5000,14.11,1,0.15,4,0,0,0,1,1,0,0,0,0,0,1,0
4792,23,33600,3.0,5000,13.49,0,0.15,4,0,0,0,1,0,0,0,0,0,1,0,1
4793,21,33600,4.0,5000,13.49,0,0.15,3,0,0,0,1,0,1,0,0,0,0,1,0
4794,21,42000,3.0,13750,11.36,0,0.33,4,1,0,0,0,0,1,0,0,0,0,1,0
4795,21,33996,0.0,5000,12.18,0,0.15,3,0,0,0,1,0,0,0,0,1,0,1,0
4796,25,33996,0.0,5000,9.38,0,0.15,3,0,0,0,1,0,0,0,0,0,1,1,0
4797,24,42000,3.0,8500,7.51,0,0.2,4,1,0,0,0,0,0,0,1,0,0,1,0
4798,25,34000,6.0,5000,11.011647430239664,0,0.15,2,0,0,0,1,0,0,0,0,0,1,1,0
4799,23,34000,4.0,5000,7.88,0,0.15,4,0,0,0,1,0,0,0,0,0,1,1,0
4800,21,42000,6.0,3500,7.51,0,0.08,2,1,0,0,0,0,1,0,0,0,0,1,0
4801,22,34000,3.0,5000,8.0,0,0.15,4,0,0,0,1,1,0,0,0,0,0,1,0
4802,25,34400,9.0,5000,13.49,0,0.15,4,0,0,0,1,0,0,0,0,0,1,1,0
4803,22,34500,1.0,5000,11.011647430239664,0,0.14,4,0,0,0,1,0,0,0,0,0,1,1,0
4804,23,34800,1.0,5000,10.99,1,0.14,2,0,0,0,1,0,0,1,0,0,0,1,0
4805,23,42000,7.0,10000,14.59,0,0.24,2,1,0,0,0,0,1,0,0,0,0,0,1
4806,24,34900,3.0,5000,11.49,0,0.14,3,0,0,0,1,1,0,0,0,0,0,1,0
4807,22,34992,1.0,5000,11.011647430239664,0,0.14,3,0,0,0,1,0,0,0,0,1,0,1,0
4808,24,35000,4.0,5000,11.71,0,0.14,3,0,0,0,1,0,0,0,1,0,0,1,0
4809,25,35000,0.0,5000,11.71,0,0.14,2,0,0,0,1,0,0,0,1,0,0,1,0
4810,21,35000,5.0,5000,10.65,0,0.14,3,0,0,0,1,0,0,0,1,0,0,1,0
4811,22,35000,2.0,5000,11.71,0,0.14,2,0,0,0,1,0,0,0,1,0,0,1,0
4812,23,35000,5.0,5000,6.99,0,0.14,2,0,0,0,1,0,0,0,0,1,0,1,0
4813,26,29000,6.0,5000,12.99,1,0.17,2,0,0,0,1,0,0,0,1,0,0,0,1
4814,25,36000,6.0,10000,11.011647430239664,1,0.28,2,1,0,0,0,0,0,0,1,0,0,1,0
4815,23,42000,2.0,5200,10.25,0,0.12,4,1,0,0,0,0,1,0,0,0,0,1,0
4816,22,35000,6.0,5000,11.011647430239664,0,0.14,4,0,0,0,1,0,0,0,1,0,0,1,0
4817,23,35000,3.0,5000,11.011647430239664,0,0.14,2,0,0,0,1,0,0,0,1,0,0,1,0
4818,25,35000,3.0,5000,10.36,0,0.14,3,0,0,0,1,0,0,0,1,0,0,1,0
4819,22,35000,3.0,5000,7.88,0,0.14,3,0,0,0,1,1,0,0,0,0,0,1,0
4820,24,35000,8.0,5000,7.88,0,0.14,4,0,0,0,1,1,0,0,0,0,0,1,0
4821,22,35000,4.0,5000,13.23,0,0.14,2,0,0,0,1,0,0,0,0,1,0,1,0
4822,25,42000,5.0,7000,8.59,0,0.17,3,1,0,0,0,1,0,0,0,0,0,1,0
4823,25,36000,2.0,13750,13.22,1,0.38,4,1,0,0,0,1,0,0,0,0,0,1,0
4824,26,42000,0.0,4500,11.48,0,0.11,3,1,0,0,0,0,0,0,0,0,1,1,0
4825,25,29000,3.0,5000,15.7,1,0.17,3,0,0,0,1,1,0,0,0,0,0,0,1
4826,22,42000,6.0,5000,8.94,0,0.12,2,1,0,0,0,0,0,0,1,0,0,1,0
4827,23,29000,1.0,5000,11.011647430239664,1,0.17,3,0,0,0,1,0,0,0,1,0,0,0,1
4828,24,29004,4.0,5000,6.92,1,0.17,3,0,0,0,1,0,1,0,0,0,0,1,0
4829,23,35004,4.0,5000,14.72,0,0.14,3,0,0,0,1,0,0,0,1,0,0,0,1
4830,25,42000,2.0,6000,8.94,0,0.14,2,1,0,0,0,0,0,0,0,1,0,1,0
4831,24,42000,2.0,7000,8.59,0,0.17,2,1,0,0,0,0,0,1,0,0,0,1,0
4832,25,35004,3.0,5000,8.94,0,0.14,2,0,0,0,1,0,0,0,0,1,0,1,0
4833,23,35520,3.0,5000,13.57,0,0.14,3,0,0,0,1,0,1,0,0,0,0,1,0
4834,21,35550,3.0,5000,11.011647430239664,0,0.14,4,0,0,0,1,0,0,0,0,1,0,1,0
4835,26,35880,2.0,5000,7.68,0,0.14,4,0,0,0,1,0,0,0,0,0,1,1,0
4836,22,30000,3.0,5000,18.25,1,0.17,2,0,0,0,1,0,0,0,1,0,0,1,0
4837,21,42000,5.0,12000,14.26,0,0.29,4,0,1,0,0,1,0,0,0,0,0,0,1
4838,23,36000,1.0,5000,14.79,0,0.14,2,0,0,0,1,0,1,0,0,0,0,1,0
4839,21,36000,3.0,5000,12.99,0,0.14,4,0,0,0,1,0,1,0,0,0,0,1,0
4840,23,30000,7.0,5000,14.17,1,0.17,3,0,0,0,1,0,0,0,0,1,0,0,1
4841,26,36000,4.0,5000,10.37,0,0.14,4,0,0,0,1,0,0,0,0,0,1,1,0
4842,23,42000,1.0,5750,13.57,0,0.14,3,1,0,0,0,0,0,0,0,1,0,1,0
4843,22,30000,2.0,5000,14.54,1,0.17,4,0,0,0,1,1,0,0,0,0,0,1,0
4844,23,36000,0.0,5000,11.011647430239664,0,0.14,3,0,0,0,1,0,1,0,0,0,0,1,0
4845,23,36000,4.782271048394734,5000,6.17,0,0.14,2,0,0,0,1,1,0,0,0,0,0,1,0
4846,22,30000,6.0,5000,17.43,1,0.17,2,0,0,0,1,0,0,0,1,0,0,1,0
4847,26,42000,4.0,15000,11.26,0,0.36,4,1,0,0,0,0,0,0,1,0,0,1,0
4848,23,42000,7.0,4400,11.89,0,0.1,4,0,0,1,0,0,0,0,0,1,0,1,0
4849,22,30000,4.0,5000,15.21,1,0.17,3,0,0,0,1,0,0,0,0,0,1,0,1
4850,24,30000,1.0,5000,15.7,1,0.17,4,0,0,0,1,0,0,1,0,0,0,0,1
4851,22,36000,4.782271048394734,5000,13.48,0,0.14,3,0,0,0,1,0,0,0,1,0,0,1,0
4852,23,36000,1.0,5000,13.22,0,0.14,4,0,0,0,1,0,0,0,1,0,0,1,0
4853,23,36100,2.0,5000,7.49,0,0.14,4,0,0,0,1,0,1,0,0,0,0,1,0
4854,22,42000,1.0,13000,11.011647430239664,0,0.31,4,1,0,0,0,0,1,0,0,0,0,1,0
4855,25,42000,9.0,8000,9.63,0,0.19,2,0,0,1,0,0,0,1,0,0,0,1,0
4856,26,36225,2.0,5000,12.84,0,0.14,4,0,0,0,1,0,0,0,0,0,1,1,0
4857,24,36396,8.0,5000,6.03,0,0.14,3,0,0,0,1,1,0,0,0,0,0,1,0
4858,26,36400,3.0,5000,8.9,0,0.14,4,0,0,0,1,0,0,0,1,0,0,1,0
4859,25,36480,4.0,5000,6.54,0,0.14,2,0,0,0,1,1,0,0,0,0,0,1,0
4860,22,36996,3.0,5000,9.99,0,0.14,3,0,0,0,1,0,0,0,0,0,1,1,0
4861,23,42000,3.0,5400,11.78,0,0.13,4,1,0,0,0,0,1,0,0,0,0,1,0
4862,24,42000,1.0,7500,10.51,0,0.18,3,0,0,1,0,0,0,0,0,0,1,1,0
4863,22,36996,0.0,5000,5.42,0,0.14,2,0,0,0,1,0,0,0,1,0,0,1,0
4864,24,42000,2.0,2000,11.28,0,0.05,2,1,0,0,0,0,0,0,0,1,0,1,0
4865,22,37000,4.0,5000,10.65,0,0.14,4,0,0,0,1,0,0,0,0,1,0,1,0
4866,26,36000,10.0,5000,12.29,1,0.14,3,1,0,0,0,0,0,1,0,0,0,0,1
4867,22,37500,4.0,5000,11.03,0,0.13,3,0,0,0,1,0,0,0,0,1,0,0,1
4868,26,42000,11.0,15075,12.92,0,0.36,2,1,0,0,0,0,1,0,0,0,0,1,0
4869,23,31516,4.782271048394734,5000,9.91,1,0.16,4,0,0,0,1,1,0,0,0,0,0,1,0
4870,23,42000,1.0,5400,11.011647430239664,0,0.13,2,0,0,1,0,0,0,0,0,1,0,1,0
4871,23,42048,7.0,8500,7.74,0,0.2,3,1,0,0,0,0,1,0,0,0,0,1,0
4872,23,32000,4.782271048394734,5000,9.91,1,0.16,3,0,0,0,1,0,0,0,0,1,0,1,0
4873,24,38000,8.0,5000,13.99,0,0.13,4,0,0,0,1,0,0,0,1,0,0,1,0
4874,23,32000,5.0,5000,11.011647430239664,1,0.16,4,0,0,0,1,0,0,1,0,0,0,1,0
4875,22,38000,0.0,5000,7.29,0,0.13,3,0,0,0,1,0,1,0,0,0,0,1,0
4876,21,38000,0.0,5000,11.011647430239664,0,0.13,4,0,0,0,1,0,1,0,0,0,0,0,1
4877,23,42179,1.0,10000,5.42,0,0.24,4,1,0,0,0,0,1,0,0,0,0,1,0
4878,23,38000,0.0,5000,11.58,0,0.13,3,0,0,0,1,0,0,0,1,0,0,1,0
4879,25,32000,1.0,5000,15.37,1,0.16,3,0,0,0,1,0,1,0,0,0,0,0,1
4880,23,32000,2.0,5000,13.93,1,0.16,4,0,0,0,1,0,0,0,0,0,1,1,0
4881,23,38004,5.0,5000,6.91,0,0.13,2,0,0,0,1,0,0,0,0,0,1,1,0
4882,25,42240,10.0,8000,6.62,0,0.19,4,0,0,1,0,0,0,1,0,0,0,1,0
4883,23,42240,3.0,5500,12.73,0,0.13,3,1,0,0,0,0,1,0,0,0,0,1,0
4884,24,42252,3.0,8000,12.84,0,0.19,2,1,0,0,0,0,0,0,0,1,0,1,0
4885,26,32352,0.0,5000,14.84,1,0.15,4,0,0,0,1,0,0,0,0,0,1,1,0
4886,21,38400,5.0,5000,10.59,0,0.13,4,0,0,0,1,0,0,0,0,1,0,1,0
4887,25,42348,9.0,8000,11.011647430239664,0,0.19,2,1,0,0,0,1,0,0,0,0,0,1,0
4888,24,38400,3.0,5000,10.99,0,0.13,2,0,0,0,1,0,0,0,1,0,0,1,0
4889,24,38400,3.0,5000,11.14,0,0.13,3,0,0,0,1,1,0,0,0,0,0,1,0
4890,23,39000,6.0,5000,12.69,0,0.13,3,0,0,0,1,0,1,0,0,0,0,1,0
4891,22,39000,4.0,5000,6.99,0,0.13,2,0,0,0,1,0,0,0,1,0,0,1,0
4892,25,39000,9.0,5000,7.49,0,0.13,4,0,0,0,1,0,0,0,1,0,0,1,0
4893,24,33000,1.0,5000,21.36,1,0.15,2,0,0,0,1,0,0,0,1,0,0,1,0
4894,24,42500,5.0,4800,7.51,0,0.11,2,1,0,0,0,0,0,0,0,1,0,1,0
4895,23,42500,7.0,7500,8.49,0,0.18,3,1,0,0,0,0,1,0,0,0,0,1,0
4896,23,42500,2.0,12600,11.011647430239664,0,0.3,4,1,0,0,0,0,1,0,0,0,0,1,0
4897,25,42500,9.0,2000,5.42,0,0.05,3,1,0,0,0,0,1,0,0,0,0,1,0
4898,24,42500,8.0,10000,13.8,0,0.24,2,1,0,0,0,1,0,0,0,0,0,1,0
4899,26,39516,0.0,5000,7.74,0,0.13,3,0,0,0,1,0,0,0,1,0,0,1,0
4900,24,39862,8.0,5000,14.22,0,0.13,4,0,0,0,1,0,0,0,1,0,0,1,0
4901,25,39996,3.0,5000,6.92,0,0.13,3,0,0,0,1,0,0,0,1,0,0,1,0
4902,25,39996,2.0,5000,13.72,0,0.13,2,0,0,0,1,1,0,0,0,0,0,1,0
4903,21,33996,3.0,5000,9.25,1,0.15,3,0,0,0,1,0,0,0,0,1,0,1,0
4904,23,33996,0.0,5000,14.84,1,0.15,2,0,0,0,1,0,0,0,0,1,0,0,1
4905,24,33996,2.0,5000,14.96,1,0.15,2,0,0,0,1,0,0,1,0,0,0,1,0
4906,25,39996,0.0,5000,12.87,0,0.13,2,0,0,0,1,0,0,0,0,0,1,0,1
4907,25,39996,1.0,5000,11.89,0,0.13,4,0,0,0,1,1,0,0,0,0,0,1,0
4908,23,39996,6.0,5000,10.2,0,0.13,2,0,0,0,1,0,0,0,0,1,0,1,0
4909,24,33996,2.0,5000,12.92,1,0.15,4,0,0,0,1,0,0,0,0,0,1,1,0
4910,21,42500,0.0,7000,14.61,0,0.16,2,0,1,0,0,0,1,0,0,0,0,0,1
4911,23,40000,0.0,5000,12.42,0,0.13,4,0,0,0,1,0,1,0,0,0,0,1,0
4912,26,40000,11.0,5000,9.91,0,0.13,3,0,0,0,1,0,1,0,0,0,0,1,0
4913,22,40000,4.782271048394734,5000,8.9,0,0.13,2,0,0,0,1,0,1,0,0,0,0,1,0
4914,24,40000,5.0,5000,12.42,0,0.13,3,0,0,0,1,1,0,0,0,0,0,1,0
4915,25,42504,9.0,10000,7.29,0,0.24,2,1,0,0,0,0,0,0,1,0,0,1,0
4916,21,40000,4.0,5000,5.79,0,0.13,2,0,0,0,1,0,0,0,0,0,1,1,0
4917,21,36588,5.0,1000,14.61,1,0.03,2,1,0,0,0,1,0,0,0,0,0,1,0
4918,22,34000,6.0,5000,11.011647430239664,1,0.15,4,0,0,0,1,0,0,0,0,1,0,1,0
4919,24,40000,6.0,5000,6.17,0,0.13,3,0,0,0,1,0,0,0,1,0,0,1,0
4920,21,40000,3.0,5000,9.25,0,0.13,4,0,0,0,1,0,0,0,0,0,1,1,0
4921,24,34000,2.0,5000,12.23,1,0.15,2,0,0,0,1,0,1,0,0,0,0,1,0
4922,25,42642,8.0,10000,15.76,0,0.23,3,0,0,1,0,0,1,0,0,0,0,0,1
4923,22,40000,4.782271048394734,5000,6.17,0,0.13,2,0,0,0,1,0,1,0,0,0,0,1,0
4924,23,40000,2.0,5000,11.011647430239664,0,0.13,3,0,0,0,1,0,0,0,1,0,0,1,0
4925,23,42806,7.0,1000,7.51,0,0.02,2,1,0,0,0,0,1,0,0,0,0,1,0
4926,22,34000,4.0,5000,12.73,1,0.15,3,0,0,0,1,1,0,0,0,0,0,0,1
4927,25,40000,0.0,5000,11.36,0,0.13,4,0,0,0,1,1,0,0,0,0,0,1,0
4928,26,40000,0.0,5000,13.11,0,0.13,3,0,0,0,1,0,0,0,0,1,0,0,1
4929,21,34000,2.0,5000,14.59,1,0.15,4,0,0,0,1,0,0,0,0,1,0,1,0
4930,26,40000,1.0,5000,14.26,0,0.13,2,0,0,0,1,0,0,0,1,0,0,0,1
4931,22,42900,7.0,2000,10.74,0,0.05,4,0,0,1,0,0,1,0,0,0,0,1,0
4932,23,42900,6.0,1000,6.76,0,0.02,3,0,0,1,0,0,0,0,1,0,0,1,0
4933,26,40000,3.0,5000,9.45,0,0.13,3,0,0,0,1,1,0,0,0,0,0,1,0
4934,22,40000,6.0,5000,7.43,0,0.13,4,0,0,0,1,0,0,0,1,0,0,1,0
4935,25,42996,4.0,12000,6.17,0,0.28,4,1,0,0,0,0,0,1,0,0,0,1,0
4936,22,34500,2.0,5000,16.89,1,0.14,3,0,0,0,1,0,0,0,1,0,0,1,0
4937,23,42996,2.0,8500,11.011647430239664,0,0.2,4,1,0,0,0,0,0,0,0,0,1,0,1
4938,25,34800,2.0,5000,16.02,1,0.14,3,0,0,0,1,0,0,0,0,1,0,0,1
4939,22,34800,0.0,5000,15.21,1,0.14,2,0,0,0,1,0,0,0,1,0,0,0,1
4940,23,40992,7.0,5000,10.99,0,0.12,2,0,0,0,1,0,1,0,0,0,0,1,0
4941,22,35000,4.0,5000,15.96,1,0.14,4,0,0,0,1,0,1,0,0,0,0,1,0
4942,25,41000,9.0,5000,11.71,0,0.12,2,0,0,0,1,0,0,0,1,0,0,1,0
4943,25,42996,1.0,7200,14.11,0,0.17,4,0,0,1,0,0,0,0,0,0,1,1,0
4944,21,35000,6.0,5000,14.79,1,0.14,2,0,0,0,1,0,0,0,0,1,0,1,0
4945,23,41000,2.0,5000,7.51,0,0.12,2,0,0,0,1,0,1,0,0,0,0,1,0
4946,22,41000,6.0,5000,11.011647430239664,0,0.12,2,0,0,0,1,0,0,0,0,0,1,1,0
4947,23,41017,6.0,5000,11.011647430239664,0,0.12,2,0,0,0,1,1,0,0,0,0,0,1,0
4948,25,35280,0.0,5000,14.96,1,0.14,3,0,0,0,1,0,0,1,0,0,0,1,0
4949,22,42000,0.0,5000,8.9,0,0.12,4,0,0,0,1,0,1,0,0,0,0,1,0
4950,24,43000,8.0,9500,6.62,0,0.22,2,1,0,0,0,1,0,0,0,0,0,1,0
4951,23,43000,7.0,15600,11.011647430239664,0,0.36,4,1,0,0,0,0,0,0,0,0,1,1,0
4952,24,42000,7.0,5000,10.99,0,0.12,4,0,0,0,1,0,0,0,0,0,1,1,0
4953,26,42000,6.0,5000,7.29,0,0.12,4,0,0,0,1,1,0,0,0,0,0,1,0
4954,22,36000,1.0,5000,12.68,1,0.14,4,0,0,0,1,0,1,0,0,0,0,1,0
4955,21,43000,5.0,7000,6.62,0,0.16,4,1,0,0,0,0,0,0,0,1,0,1,0
4956,22,43000,4.0,6600,14.27,0,0.15,2,1,0,0,0,0,0,0,0,1,0,0,1
4957,22,43000,3.0,2600,11.011647430239664,0,0.06,4,1,0,0,0,0,0,0,0,0,1,1,0
4958,22,43000,6.0,9000,11.71,0,0.21,4,1,0,0,0,0,1,0,0,0,0,1,0
4959,24,42000,8.0,5000,5.42,0,0.12,2,0,0,0,1,0,0,0,1,0,0,1,0
4960,22,43000,2.0,22800,12.69,0,0.53,2,0,0,1,0,0,0,0,0,0,1,1,0
4961,24,43000,6.0,6000,10.65,0,0.14,3,1,0,0,0,0,0,0,1,0,0,1,0
4962,22,36000,5.0,5000,16.32,1,0.14,4,0,0,0,1,0,0,0,1,0,0,1,0
4963,24,43000,7.0,6000,13.49,0,0.14,3,1,0,0,0,0,0,0,1,0,0,0,1
4964,26,43000,6.0,15000,11.99,0,0.35,2,1,0,0,0,0,0,0,1,0,0,1,0
4965,25,42000,3.0,5000,7.51,0,0.12,3,0,0,0,1,0,0,0,1,0,0,1,0
4966,24,36000,2.0,5000,14.59,1,0.14,2,0,0,0,1,1,0,0,0,0,0,1,0
4967,22,42000,2.0,5000,12.87,0,0.12,4,0,0,0,1,0,0,0,1,0,0,1,0
4968,24,43000,5.0,2500,13.49,0,0.06,4,1,0,0,0,0,0,1,0,0,0,0,1
4969,23,36000,0.0,5000,13.22,1,0.14,4,0,0,0,1,0,0,0,0,0,1,1,0
4970,23,43000,7.0,7200,10.59,0,0.17,3,1,0,0,0,1,0,0,0,0,0,1,0
4971,21,42000,5.0,5000,9.32,0,0.12,4,0,0,0,1,0,1,0,0,0,0,1,0
4972,24,37000,8.0,10000,11.011647430239664,1,0.27,2,1,0,0,0,0,0,1,0,0,0,1,0
4973,26,43000,9.0,8800,5.42,0,0.2,3,1,0,0,0,0,0,0,0,1,0,1,0
4974,26,42000,2.0,5000,11.91,0,0.12,4,0,0,0,1,0,0,0,0,0,1,0,1
4975,23,43000,3.0,3600,15.62,0,0.08,3,1,0,0,0,0,0,0,0,0,1,1,0
4976,22,43000,5.0,3500,11.49,0,0.08,3,0,0,1,0,0,0,0,0,0,1,1,0
4977,24,36100,4.0,5000,12.92,1,0.14,3,0,0,0,1,1,0,0,0,0,0,0,1
4978,25,42288,2.0,5000,10.99,0,0.12,2,0,0,0,1,0,1,0,0,0,0,1,0
4979,22,42500,2.0,5000,12.42,0,0.12,4,0,0,0,1,1,0,0,0,0,0,1,0
4980,22,42500,0.0,5000,12.98,0,0.12,4,0,0,0,1,1,0,0,0,0,0,0,1
4981,24,42996,5.0,5000,7.14,0,0.12,4,0,0,0,1,0,0,0,1,0,0,1,0
4982,25,42996,6.0,5000,10.38,0,0.12,2,0,0,0,1,1,0,0,0,0,0,1,0
4983,22,43000,0.0,6650,10.37,0,0.15,3,1,0,0,0,0,0,0,0,1,0,1,0
4984,25,43000,6.0,5000,7.51,0,0.12,3,0,0,0,1,0,0,0,0,1,0,1,0
4985,24,37000,3.0,5000,16.45,1,0.14,3,0,0,0,1,0,0,0,1,0,0,1,0
4986,22,43000,6.0,7750,7.66,0,0.18,2,0,0,1,0,0,1,0,0,0,0,1,0
4987,22,43200,6.0,5000,12.69,0,0.12,2,0,0,0,1,0,1,0,0,0,0,1,0
4988,24,43000,1.0,7000,6.92,0,0.16,3,1,0,0,0,0,0,0,1,0,0,1,0
4989,24,43200,3.0,5000,14.17,0,0.12,4,0,0,0,1,0,1,0,0,0,0,0,1
4990,23,43200,7.0,5000,12.87,0,0.12,3,0,0,0,1,0,0,0,1,0,0,0,1
4991,26,43680,5.0,5000,10.65,0,0.11,4,0,0,0,1,0,0,0,1,0,0,1,0
4992,22,37900,2.0,5000,12.18,1,0.13,2,0,0,0,1,0,0,0,1,0,0,1,0
4993,22,43000,1.0,4000,7.88,0,0.09,4,1,0,0,0,1,0,0,0,0,0,1,0
4994,26,44000,4.0,5000,8.9,0,0.11,3,0,0,0,1,0,0,0,1,0,0,1,0
4995,22,44004,2.0,5000,8.9,0,0.11,3,0,0,0,1,0,1,0,0,0,0,1,0
4996,24,38500,0.0,5000,14.84,1,0.13,2,0,0,0,1,0,0,0,1,0,0,1,0
4997,22,43000,0.0,5000,7.14,0,0.12,2,1,0,0,0,0,1,0,0,0,0,1,0
4998,24,37000,7.0,6250,7.14,1,0.17,4,1,0,0,0,1,0,0,0,0,0,1,0
4999,22,45000,3.0,5000,12.42,0,0.11,2,0,0,0,1,0,0,0,0,0,1,1,0
5000,22,43000,3.0,2000,11.011647430239664,0,0.05,3,1,0,0,0,0,1,0,0,0,0,1,0
5001,22,45000,3.0,5000,9.91,0,0.11,3,0,0,0,1,0,0,0,1,0,0,1,0
5002,25,43000,5.0,10000,7.88,0,0.23,3,1,0,0,0,1,0,0,0,0,0,1,0
5003,25,45000,2.0,5000,11.011647430239664,0,0.11,4,0,0,0,1,0,0,0,1,0,0,1,0
5004,25,43000,5.0,8000,7.14,0,0.19,4,0,0,1,0,0,0,0,0,0,1,1,0
5005,22,43000,5.0,7000,10.62,0,0.16,4,1,0,0,0,0,0,0,1,0,0,1,0
5006,24,43000,3.0,11500,7.88,0,0.27,2,1,0,0,0,0,0,0,0,1,0,1,0
5007,24,43000,6.0,9250,13.11,0,0.22,2,1,0,0,0,1,0,0,0,0,0,1,0
5008,24,39000,1.0,5000,16.77,1,0.13,3,0,0,0,1,1,0,0,0,0,0,0,1
5009,25,45000,0.0,5000,10.74,0,0.11,4,0,0,0,1,0,0,0,0,1,0,1,0
5010,22,45000,3.0,5000,11.11,0,0.11,3,0,0,0,1,0,0,0,0,1,0,1,0
5011,23,43000,3.0,9800,8.59,0,0.23,2,1,0,0,0,1,0,0,0,0,0,1,0
5012,22,39000,2.0,5000,12.23,1,0.13,3,0,0,0,1,0,0,0,1,0,0,0,1
5013,24,45000,0.0,5000,7.88,0,0.11,3,0,0,0,1,0,0,0,1,0,0,1,0
5014,22,45000,6.0,5000,11.36,0,0.11,4,0,0,0,1,0,1,0,0,0,0,1,0
5015,22,43000,7.0,6000,7.74,0,0.14,4,0,0,1,0,0,0,0,0,1,0,1,0
5016,23,45000,3.0,5000,9.32,0,0.11,4,0,0,0,1,1,0,0,0,0,0,1,0
5017,23,39000,3.0,5000,15.37,1,0.13,4,0,0,0,1,1,0,0,0,0,0,0,1
5018,24,45000,0.0,5000,13.79,0,0.11,2,0,0,0,1,0,0,0,1,0,0,0,1
5019,25,45000,0.0,5000,11.89,0,0.11,3,0,0,0,1,1,0,0,0,0,0,1,0
5020,23,45000,0.0,5000,7.75,0,0.11,3,0,0,0,1,0,1,0,0,0,0,1,0
5021,25,45600,6.0,5000,11.011647430239664,0,0.11,2,0,0,0,1,1,0,0,0,0,0,1,0
5022,23,39600,4.0,5000,14.84,1,0.13,2,0,0,0,1,0,0,0,1,0,0,0,1
5023,23,45600,4.0,5000,14.22,0,0.11,4,0,0,0,1,0,0,0,0,0,1,1,0
5024,23,45984,7.0,5000,7.14,0,0.11,4,0,0,0,1,0,0,0,0,0,1,1,0
5025,24,39996,0.0,5000,14.11,1,0.13,3,0,0,0,1,0,0,0,0,0,1,0,1
5026,26,40000,0.0,5000,15.99,1,0.13,2,0,0,0,1,0,0,0,0,1,0,0,1
